"","property_no","property_address","total rates","lv","cv","rate_yr","assessment_number","rate area (ha)","qv category","suburb"
"102925",10235,"6 Perham Pl~WHANGANUI",3052.15,104000,360000,"22_23","1322026901",0.1006,"Residential","Aramoho"
"102926",10236,"8 Perham Pl~WHANGANUI",2851.63,90000,320000,"22_23","1322026902",0.0455,"Residential","Aramoho"
"102927",10249,"10 Arran Pl~WHANGANUI",2909.57,104000,315000,"22_23","1322028100",0.1012,"Residential","Aramoho"
"102928",10250,"12 Arran Pl~WHANGANUI",2853.55,104000,275000,"22_23","1322028200",0.1012,"Residential","Aramoho"
"102929",10251,"39 Cumbrae Pl~WHANGANUI",2689.88,90000,255000,"22_23","1322028300",0.0503,"Residential","Aramoho"
"102930",10252,"184 Paterson St~WHANGANUI",2321.26,52000,220000,"22_23","1322028301",0.09,"Residential","Aramoho"
"102931",10253,"182 Paterson St~WHANGANUI",2245.13,50000,185000,"22_23","1322028302",0.0761,"Residential","Aramoho"
"102932",10266,"156 Paterson St~WHANGANUI",2225.75,48000,185000,"22_23","1322028315",0.065,"Residential","Aramoho"
"102933",10267,"154 Paterson St~WHANGANUI",1780.99,48000,255000,"22_23","1322028316",0.0678,"Residential","Aramoho"
"102934",10268,"191 Paterson St~WHANGANUI",2269.45,50000,2e+05,"22_23","1322028317",0.0794,"Residential","Aramoho"
"102935",10269,"189 Paterson St~WHANGANUI",2253.23,50000,190000,"22_23","1322028318",0.0733,"Residential","Aramoho"
"102936",10283,"10 Te Mana Pl~WHANGANUI",2253.23,50000,190000,"22_23","1322028332",0.1019,"Residential","Aramoho"
"102937",10284,"8 Te Mana Pl~WHANGANUI",2250.07,48000,2e+05,"22_23","1322028333",0.0594,"Residential","Aramoho"
"102938",10285,"6 Te Mana Pl~WHANGANUI",2250.07,48000,2e+05,"22_23","1322028334",0.0617,"Residential","Aramoho"
"102939",10286,"4 Te Mana Pl~WHANGANUI",2209.53,48000,175000,"22_23","1322028335",0.0625,"Residential","Aramoho"
"102940",10300,"22 Roberts Ave~WHANGANUI",3155.57,113000,370000,"22_23","1322029100",0.1196,"Residential","Aramoho"
"102941",10301,"22A Roberts Ave~WHANGANUI",2820.58,96000,265000,"22_23","1322029101",0.0683,"Residential","Aramoho"
"102942",10302,"24 Roberts Ave~WHANGANUI",2974.44,101000,330000,"22_23","1322029200",0.094,"Residential","Aramoho"
"102943",10303,"26 Roberts Ave~WHANGANUI",2893.36,101000,280000,"22_23","1322029300",0.094,"Residential","Aramoho"
"102944",10316,"106 Paterson St~WHANGANUI",2972.66,105000,305000,"22_23","1322030600",0.1059,"Residential","Aramoho"
"102945",10317,"58 Roberts Ave~WHANGANUI",2922.63,99000,310000,"22_23","1322030601",0.1055,"Residential","Aramoho"
"102946",10318,"60 Roberts Ave~WHANGANUI",2885.25,101000,275000,"22_23","1322030700",0.0904,"Residential","Aramoho"
"102947",10333,"19 Caffray Ave~WHANGANUI",2906.21,104000,270000,"22_23","1322032000",0.1012,"Residential","Aramoho"
"102948",10334,"21 Caffray Ave~WHANGANUI",2867.56,104000,285000,"22_23","1322032100",0.1012,"Residential","Aramoho"
"102949",10335,"23 Caffray Ave~WHANGANUI",2873.79,104000,250000,"22_23","1322032200",0.1012,"Residential","Aramoho"
"102950",10336,"25 Caffray Ave~WHANGANUI",3003.51,104000,330000,"22_23","1322032300",0.1012,"Residential","Aramoho"
"102951",10350,"2 Caffray Ave~WHANGANUI",2668.87,90000,240000,"22_23","1322033200",0.0506,"Residential","Aramoho"
"102952",10351,"2A Caffray Ave~WHANGANUI",2783.03,96000,280000,"22_23","1322033201",0.0984,"Residential","Aramoho"
"102953",10352,"4 Caffray Ave~WHANGANUI",2749.09,99000,235000,"22_23","1322033300",0.1031,"Residential","Aramoho"
"102954",10353,"4A Caffray Ave~WHANGANUI",2865.87,99000,275000,"22_23","1322033400",0.1031,"Residential","Aramoho"
"102955",10366,"22 Caffray Ave~WHANGANUI",2447.23,65000,220000,"22_23","1322034401",0.0403,"Residential","Aramoho"
"102956",10367,"24 Caffray Ave~WHANGANUI",2924.14,99000,360000,"22_23","1322034500",0.1009,"Residential","Aramoho"
"102957",10368,"26 Caffray Ave~WHANGANUI",2784.09,99000,260000,"22_23","1322034501",0.0796,"Residential","Aramoho"
"102958",10369,"28 Caffray Ave~WHANGANUI",2882.09,99000,285000,"22_23","1322034502",0.075,"Residential","Aramoho"
"102959",10370,"28A Caffray Ave~WHANGANUI",2777.09,99000,255000,"22_23","1322034503",0.0894,"Residential","Aramoho"
"102960",10383,"50 Caffray Ave~WHANGANUI",2484.41,68000,225000,"22_23","1322035200",0.0451,"Residential","Aramoho"
"102961",10384,"52A Caffray Ave~WHANGANUI",2828.69,96000,270000,"22_23","1322035201",0.0658,"Residential","Aramoho"
"102962",10385,"52 Caffray Ave~WHANGANUI",2705.7,90000,230000,"22_23","1322035300",0.0508,"Residential","Aramoho"
"102963",10386,"53 Paterson St~WHANGANUI",2901.47,101000,285000,"22_23","1322035301",0.0853,"Residential","Aramoho"
"102964",10400,"25 Lewis Ave~WHANGANUI",2826.1,99000,290000,"22_23","1322036500",0.101,"Residential","Aramoho"
"102965",10401,"27 Lewis Ave~WHANGANUI",2804.37,96000,255000,"22_23","1322036501",0.0969,"Residential","Aramoho"
"102966",10402,"29 Lewis Ave~WHANGANUI",2770.09,99000,250000,"22_23","1322036600",0.105,"Residential","Aramoho"
"102967",10403,"31 Lewis Ave~WHANGANUI",2906.41,99000,3e+05,"22_23","1322036700",0.1009,"Residential","Aramoho"
"102968",10417,"49 Lewis Ave~WHANGANUI",2777.09,99000,255000,"22_23","1322037104",0.0863,"Residential","Aramoho"
"102969",10418,"51 Lewis Ave~WHANGANUI",2528.11,70000,240000,"22_23","1322037105A",0,"Residential","Aramoho"
"102970",10419,"43 Paterson St~WHANGANUI",2501.01,58000,295000,"22_23","1322037105B",0,"Residential","Aramoho"
"102971",10420,"2 Lewis Ave~WHANGANUI",2916.57,104000,320000,"22_23","1322037200",0.1136,"Residential","Aramoho"
"102972",10433,"20 Lewis Ave~WHANGANUI",2857.76,99000,270000,"22_23","1322037700",0.0972,"Residential","Aramoho"
"102973",10434,"22 Lewis Ave~WHANGANUI",3115.04,113000,345000,"22_23","1322037800",0.1324,"Residential","Aramoho"
"102974",10435,"24 Lewis Ave~WHANGANUI",2717.89,90000,275000,"22_23","1322037801",0.0577,"Residential","Aramoho"
"102975",10436,"24A Lewis Ave~WHANGANUI",2783.03,96000,280000,"22_23","1322037802",0.0746,"Residential","Aramoho"
"102976",10450,"3A Kells Ave~WHANGANUI",2784.09,99000,260000,"22_23","1322038501",0.1079,"Residential","Aramoho"
"102977",10451,"5 Kells Ave~WHANGANUI",4732.72,106000,560000,"22_23",NA,NA,NA,NA
"102978",10452,"7 Kells Ave~WHANGANUI",2977.97,106000,350000,"22_23","1322038700",0.1222,"Residential","Aramoho"
"102979",10453,"9 Kells Ave~WHANGANUI",2893.17,106000,250000,"22_23","1322038800",0.1222,"Residential","Aramoho"
"102980",10467,"35 Kells Ave~WHANGANUI",2956.89,119000,245000,"22_23","1322039700",0.1846,"Residential","Aramoho"
"102981",10468,"37 Kells Ave~WHANGANUI",2749.09,99000,235000,"22_23","1322039800",0.0867,"Residential","Aramoho"
"102982",10469,"39 Kells Ave~WHANGANUI",2890.19,99000,290000,"22_23","1322039801",0.0855,"Residential","Aramoho"
"102983",10470,"41 Kells Ave~WHANGANUI",2849.65,99000,265000,"22_23","1322039802",0.0855,"Residential","Aramoho"
"102984",10485,"28 Kells Ave~WHANGANUI",2695.61,99000,170000,"22_23","1322040500",0.1012,"Residential","Aramoho"
"102985",10486,"30 Kells Ave~WHANGANUI",2777.09,99000,255000,"22_23","1322040501",0.1012,"Residential","Aramoho"
"102986",10487,"32 Kells Ave~WHANGANUI",2893.17,106000,250000,"22_23",NA,NA,NA,NA
"102987",10500,"15 Quick Ave~WHANGANUI",2857.76,99000,270000,"22_23","1322041007",0.0706,"Residential","Aramoho"
"102988",10501,"19 Quick Ave~WHANGANUI",2985.39,127000,210000,"22_23","1322041100",0.2023,"Residential","Aramoho"
"102989",10502,"17 Quick Ave~WHANGANUI",2865.87,99000,275000,"22_23","1322041101",0.1012,"Residential","Aramoho"
"102990",10503,"23 Quick Ave~WHANGANUI",2893.36,101000,280000,"22_23","1322041200",0.0975,"Residential","Aramoho"
"102991",10517,"49 Quick Ave~WHANGANUI",2954.86,104000,3e+05,"22_23","1322041505",0.119,"Residential","Aramoho"
"102992",10518,"51 Quick Ave~WHANGANUI",2898.1,104000,265000,"22_23","1322041506",0.1192,"Residential","Aramoho"
"102993",10519,"53 Quick Ave~WHANGANUI",2841.55,99000,260000,"22_23","1322041507",0.0869,"Residential","Aramoho"
"102994",10520,"55 Quick Ave~WHANGANUI",2857.76,99000,270000,"22_23","1322041508",0.0742,"Residential","Aramoho"
"102995",10534,"46 Quick Ave~WHANGANUI",2727.01,96000,240000,"22_23","1322042205",0.0725,"Residential","Aramoho"
"102996",10535,"48 Quick Ave~WHANGANUI",2828.69,96000,270000,"22_23","1322042206",0.0724,"Residential","Aramoho"
"102997",10536,"32 Quick Ave~WHANGANUI",3047.4,101000,375000,"22_23","1322042300",0.0956,"Residential","Aramoho"
"102998",10537,"50 Quick Ave~WHANGANUI",2836.8,96000,275000,"22_23","1322042301",0.0732,"Residential","Aramoho"
"102999",10550,"270 Somme Pde~WHANGANUI",2268.33,53000,210000,"22_23","1322042501C",0,"Residential","Aramoho"
"103000",10551,"272 Somme Pde~WHANGANUI",5094.37,110000,335000,"22_23","1322042600",0.0673,"Commercial","Aramoho"
"103001",10552,"273 Somme Pde~WHANGANUI",2868.85,106000,235000,"22_23","1322042700",0.0551,"Residential","Aramoho"
"103002",10553,"274 Somme Pde~WHANGANUI",3025.85,116000,315000,"22_23","1322042800",0.1027,"Residential","Aramoho"
"103003",10567,"293 Somme Pde~WHANGANUI",3152.22,116000,350000,"22_23","1322044200",0.0915,"Residential","Aramoho"
"103004",10568,"295 Somme Pde~WHANGANUI",3081.87,116000,355000,"22_23","1322044300",0.0879,"Residential","Aramoho"
"103005",10569,"297 Somme Pde~WHANGANUI",3011.85,116000,305000,"22_23","1322044301",0.0883,"Residential","Aramoho"
"103006",10570,"1 Quick Ave~WHANGANUI",3202.96,135000,310000,"22_23","1322044302",0.1204,"Residential","Aramoho"
"103007",10584,"2 Ash Pl~WHANGANUI",2901.66,96000,315000,"22_23","1322044708",0.0662,"Residential","Aramoho"
"103008",10585,"319 Somme Pde~WHANGANUI",3180.39,124000,370000,"22_23","1322044800",0.1023,"Residential","Aramoho"
"103009",10586,"7 Photinia Pl~WHANGANUI",2861.12,96000,290000,"22_23","1322044801",0.0668,"Residential","Aramoho"
"103010",10600,"15 Camellia Ave~WHANGANUI",2812.48,96000,260000,"22_23","1322044907",0.0613,"Residential","Aramoho"
"103011",10601,"17 Camellia Ave~WHANGANUI",2755.02,96000,260000,"22_23","1322044908",0.0617,"Residential","Aramoho"
"103012",10602,"19 Camellia Ave~WHANGANUI",2699,96000,220000,"22_23","1322044909",0.0617,"Residential","Aramoho"
"103013",10603,"21 Camellia Ave~WHANGANUI",2734.02,96000,245000,"22_23","1322044910",0.0617,"Residential","Aramoho"
"103014",10604,"23 Camellia Ave~WHANGANUI",2670.99,96000,2e+05,"22_23","1322044911",0.0617,"Residential","Aramoho"
"103015",10617,"18 Camellia Ave~WHANGANUI",2790.04,96000,285000,"22_23","1322044925",0.0743,"Residential","Aramoho"
"103016",10618,"20 Camellia Ave~WHANGANUI",2682.76,96000,180000,"22_23","1322044926",0.0744,"Residential","Aramoho"
"103017",10619,"22 Camellia Ave~WHANGANUI",2713.01,96000,230000,"22_23","1322044927",0.0744,"Residential","Aramoho"
"103018",10620,"24 Camellia Ave~WHANGANUI",2755.73,96000,225000,"22_23","1322044928",0.0744,"Residential","Aramoho"
"103019",10634,"Cedar Dr~WHANGANUI",3288,430000,430000,"22_23","1322045400",2.7534,"Residential","Aramoho"
"103020",10635,"335 Somme Pde~WHANGANUI",2979.18,104000,315000,"22_23","1322045401",0.0693,"Residential","Aramoho"
"103021",10636,"337 Somme Pde~WHANGANUI",2930.54,104000,285000,"22_23","1322045402",0.069,"Residential","Aramoho"
"103022",10637,"339 Somme Pde~WHANGANUI",3307.26,132000,350000,"22_23","1322045403",0.1479,"Residential","Aramoho"
"103023",10651,"373 Somme Pde~WHANGANUI",2990.46,106000,310000,"22_23","1322045417",0.0774,"Residential","Aramoho"
"103024",10654,"326 Somme Pde~WHANGANUI",3251.98,135000,345000,"22_23","1322045701",0.1437,"Residential","Aramoho"
"103025",10667,"17 Willow Pl~WHANGANUI",2804.37,96000,255000,"22_23","1322045909",0.0778,"Residential","Aramoho"
"103026",10668,"19B Willow Pl~WHANGANUI",2455.34,65000,225000,"22_23","1322045910A",0,"Residential","Aramoho"
"103027",10669,"19A Willow Pl~WHANGANUI",2455.34,65000,225000,"22_23","1322045910B",0,"Residential","Aramoho"
"103028",10670,"21 Willow Pl~WHANGANUI",2780.05,96000,240000,"22_23","1322045911",0.0691,"Residential","Aramoho"
"103029",10684,"8 Cypress Pl~WHANGANUI",2873.98,99000,280000,"22_23","1322045922",0.0865,"Residential","Aramoho"
"103030",10685,"6 Cypress Pl~WHANGANUI",2844.91,96000,280000,"22_23","1322045923",0.0688,"Residential","Aramoho"
"103031",10686,"4 Cypress Pl~WHANGANUI",2853.02,96000,285000,"22_23","1322045924",0.0693,"Residential","Aramoho"
"103032",10701,"57 Paterson St~WHANGANUI",2794.88,90000,285000,"22_23","1322046302",0.0556,"Residential","Aramoho"
"103033",10702,"49 Paterson St~WHANGANUI",2901.47,101000,285000,"22_23","1322046400",0.0933,"Residential","Aramoho"
"103034",10703,"47 Paterson St~WHANGANUI",2942.01,101000,310000,"22_23","1322046401",0.0922,"Residential","Aramoho"
"103035",10704,"45 Paterson St~WHANGANUI",2954.27,105000,340000,"22_23","1322046402",0.117,"Residential","Aramoho"
"103036",10717,"6 Paterson St~WHANGANUI",3249.54,124000,450000,"22_23","1322046511",0.8942,"Residential","Aramoho"
"103037",10718,"22 Paterson St~WHANGANUI",2696.88,90000,260000,"22_23","1322046600",0.054,"Residential","Aramoho"
"103038",10720,"20 Paterson St~WHANGANUI",2853.02,96000,285000,"22_23","1322046701",0.0731,"Residential","Aramoho"
"103039",10721,"18 Paterson St~WHANGANUI",2820.58,96000,265000,"22_23","1322046702",0.0674,"Residential","Aramoho"
"103040",10734,"52 Paterson St~WHANGANUI",2869.03,101000,265000,"22_23","1322046902",0.0935,"Residential","Aramoho"
"103041",10735,"54 Paterson St~WHANGANUI",2844.72,101000,250000,"22_23","1322046903",0.0935,"Residential","Aramoho"
"103042",10736,"50 Paterson St~WHANGANUI",2901.47,101000,285000,"22_23","1322046904",0.0935,"Residential","Aramoho"
"103043",10737,"48 Paterson St~WHANGANUI",2852.82,101000,255000,"22_23","1322046905",0.0935,"Residential","Aramoho"
"103044",10751,"104 Paterson St~WHANGANUI",2885.25,101000,275000,"22_23","1322047305",0.0709,"Residential","Aramoho"
"103045",10752,"94 Paterson St~WHANGANUI",2925.79,101000,3e+05,"22_23","1322047306",0.087,"Residential","Aramoho"
"103046",10753,"5 Delhi Ave~WHANGANUI",2867.56,104000,285000,"22_23","1322047400",0.1123,"Residential","Aramoho"
"103047",10754,"7 Delhi Ave~WHANGANUI",3052.15,104000,360000,"22_23","1322047401",0.1123,"Residential","Aramoho"
"103048",10768,"2 Bombay St~WHANGANUI",2777.28,84000,310000,"22_23","1322048003",0.0613,"Residential","Aramoho"
"103049",10769,"18 Delhi Ave~WHANGANUI",2917.14,99000,355000,"22_23","1322048004",0.0919,"Residential","Aramoho"
"103050",10770,"3 Bombay St~WHANGANUI",2885.45,96000,305000,"22_23","1322048100",0.0746,"Residential","Aramoho"
"103051",10771,"26 Delhi Ave~WHANGANUI",2861.12,96000,290000,"22_23","1322048101",0.0749,"Residential","Aramoho"
"103052",10784,"17 Madras St~WHANGANUI",2893.56,96000,310000,"22_23","1322048601",0.1012,"Residential","Aramoho"
"103053",10785,"2B Madras St~WHANGANUI",2647.56,84000,230000,"22_23","1322048602",0.0452,"Residential","Aramoho"
"103054",10786,"2 Madras St~WHANGANUI",2966.52,96000,355000,"22_23","1322048700",0.103,"Residential","Aramoho"
"103055",10787,"2A Madras St~WHANGANUI",3063.05,109000,390000,"22_23","1322048701",0.1717,"Residential","Aramoho"
"103056",10804,"375 Somme Pde~WHANGANUI",5989.66,104000,370000,"22_23","1322049001",0.0686,"Residential","Aramoho"
"103057",10818,"425 Somme Pde~WHANGANUI",3307.43,140000,350000,"22_23","1322049500",0.2023,"Residential","Aramoho"
"103058",10819,"429 Somme Pde~WHANGANUI",3089.14,112000,335000,"22_23","1322049600",0.1012,"Residential","Aramoho"
"103059",10820,"431 Somme Pde~WHANGANUI",2836.8,96000,275000,"22_23","1322049700",0.0559,"Residential","Aramoho"
"103060",10821,"433 Somme Pde~WHANGANUI",3072.92,112000,325000,"22_23","1322049800",0.1012,"Residential","Aramoho"
"103061",10834,"390 Somme Pde~WHANGANUI",3222.91,132000,345000,"22_23","1322050401",0.1204,"Residential","Aramoho"
"103062",10835,"394 Somme Pde~WHANGANUI",3021.11,110000,305000,"22_23","1322050403",0.0602,"Residential","Aramoho"
"103063",10836,"396 Somme Pde~WHANGANUI",2972.46,110000,275000,"22_23","1322050404",0.0602,"Residential","Aramoho"
"103064",10837,"398 Somme Pde~WHANGANUI",2876.68,110000,250000,"22_23","1322050405",0.0602,"Residential","Aramoho"
"103065",10838,"400 Somme Pde~WHANGANUI",2876.68,110000,250000,"22_23","1322050406",0.0602,"Residential","Aramoho"
"103066",10851,"6 Burmah St~WHANGANUI",2802.98,90000,290000,"22_23","1322051400",0.1012,"Residential","Aramoho"
"103067",10852,"8 Burmah St~WHANGANUI",2657.05,90000,2e+05,"22_23","1322051500",0.1012,"Residential","Aramoho"
"103068",10853,"12 Burmah St~WHANGANUI",2746.23,90000,255000,"22_23","1322051600",0.1012,"Residential","Aramoho"
"103069",10854,"10 Burmah St~WHANGANUI",2705.7,90000,230000,"22_23","1322051700",0.1012,"Residential","Aramoho"
"103070",10868,"22 Burmah St~WHANGANUI",2839.05,96000,320000,"22_23","1322051901",0.0852,"Residential","Aramoho"
"103071",10871,"7 Bombay St~WHANGANUI",2881.89,104000,255000,"22_23","1322052000",0.1259,"Residential","Aramoho"
"103072",10884,"22 Bombay St~WHANGANUI",2869.23,96000,295000,"22_23","1322052803",0.0886,"Residential","Aramoho"
"103073",10886,"3 Lucknow St~WHANGANUI",2972.27,115000,245000,"22_23","1322052901",0.2023,"Residential","Aramoho"
"103074",10887,"5 Lucknow St~WHANGANUI",2996.59,115000,260000,"22_23","1322052902",0.2023,"Residential","Aramoho"
"103075",10888,"9 Lucknow St~WHANGANUI",2844.91,96000,280000,"22_23","1322052903",0.105,"Residential","Aramoho"
"103076",10901,"18 Willow Pl~WHANGANUI",2861.12,96000,290000,"22_23","1322053205",0.092,"Residential","Aramoho"
"103077",10902,"20 Willow Pl~WHANGANUI",2780.05,96000,240000,"22_23","1322053206",0.0689,"Residential","Aramoho"
"103078",10903,"22 Willow Pl~WHANGANUI",2780.05,96000,240000,"22_23","1322053207",0.0689,"Residential","Aramoho"
"103079",10904,"24 Willow Pl~WHANGANUI",2771.95,96000,235000,"22_23","1322053208",0.0684,"Residential","Aramoho"
"103080",10918,"29 Willow Pl~WHANGANUI",2844.91,96000,280000,"22_23","1322053220",0.0693,"Residential","Aramoho"
"103081",10919,"27 Willow Pl~WHANGANUI",2836.8,96000,275000,"22_23","1322053221",0.0691,"Residential","Aramoho"
"103082",10920,"25 Willow Pl~WHANGANUI",2471.56,65000,235000,"22_23","1322053222A",0,"Residential","Aramoho"
"103083",10921,"2 Cypress Pl~WHANGANUI",2447.23,65000,220000,"22_23","1322053222B",0,"Residential","Aramoho"
"103084",10935,"2 Cedar Dr~WHANGANUI",2463.45,65000,230000,"22_23","1322053406A",0,"Residential","Aramoho"
"103085",10936,"4 Cedar Dr~WHANGANUI",2463.45,65000,230000,"22_23","1322053406B",0,"Residential","Aramoho"
"103086",10937,"2 Birch Pl~WHANGANUI",2479.66,65000,240000,"22_23","1322053406C",0,"Residential","Aramoho"
"103087",10951,"45A Eastown Rd~WHANGANUI",2335.7,56000,205000,"22_23","1323000202A",0,"Residential","Whanganui East"
"103088",10952,"45B Eastown Rd~WHANGANUI",2335.7,56000,205000,"22_23","1323000202B",0,"Residential","Whanganui East"
"103089",10953,"47 Eastown Rd~WHANGANUI",2853.02,96000,285000,"22_23","1323000300",0.1586,"Residential","Whanganui East"
"103090",10954,"48 Eastown Rd~WHANGANUI",2752.37,99000,205000,"22_23","1323000400",0.1036,"Residential","Whanganui East"
"103091",10955,"49 Eastown Rd~WHANGANUI",2368.13,56000,225000,"22_23","1323000500",0.0485,"Residential","Whanganui East"
"103092",10968,"133A No 3 Line~WHANGANUI",3282.84,142000,435000,"22_23","1323000901",0.5424,"Residential","Whanganui East"
"103093",10970,"135 No 3 Line~WHANGANUI",3912.01,375000,660000,"22_23","1323001000",3.1869,"Lifestyle","Whanganui East"
"103094",10985,"181 No 3 Line~WHANGANUI",3303.26,115000,520000,"22_23","1323001015",0.1952,"Residential","Whanganui East"
"103095",10986,"189 No 3 Line~WHANGANUI",3061.65,110000,330000,"22_23","1323001016",0.0749,"Residential","Whanganui East"
"103096",10987,"157 No 3 Line~WHANGANUI",3304.68,115000,450000,"22_23","1323001017",0.1748,"Residential","Whanganui East"
"103097",10988,"191 No 3 Line~WHANGANUI",3110.29,110000,360000,"22_23","1323001018",0.0749,"Residential","Whanganui East"
"103098",11001,"5A Benefield St~WHANGANUI",3142.53,115000,350000,"22_23","1323001102",0.1151,"Residential","Whanganui East"
"103099",11002,"7 Benefield St~WHANGANUI",2940.42,1e+05,315000,"22_23","1323001103",0.0726,"Residential","Whanganui East"
"103100",11003,"5B Benefield St~WHANGANUI",3381.58,148000,405000,"22_23","1323001200",0.8665,"Residential","Whanganui East"
"103101",11004,"9 Benefield St~WHANGANUI",4645.1,121000,340000,"22_23","1323001201",0.1005,"Residential","Whanganui East"
